Gender,Age,CGPA,Matriculation Percentage,Intermediate Percentage,Data Structures And Algorithm Marks,DBMS Marks,Number of backlogs,Number of Reappears,History of Reappear/Backlogs,Programming proficiency,GitHub total repositories,GitHub commits/month,Experience with frameworks,English proficiency,Coding practice hours/week,Aptitude score,Attandance,Recommended Career
Male,21,9.6,94.0,95.0,96.0,97.0,0.0,0.0,Aspiring to be a CTO,Advanced,17.0,53.0,Docker,Excellent,37.0,96.0,96.0,Software Engineer
Male,20,8.7,85.0,89.0,78.0,82.0,0.0,0.0,Interested in cloud computing,Intermediate,5.0,25.0,"Android (Jetpack Compose), SwiftUI",Good,15.0,75.0,88.0,Software Engineer
Female,19,9.2,92.0,94.0,90.0,95.0,0.0,0.0,Passionate about AI and ML,Advanced,12.0,40.0,Django,Excellent,25.0,85.0,92.0,Software Engineer
Male,21,6.8,72.0,70.0,60.0,55.0,2.0,1.0,Wants to explore web development,Beginner,2.0,5.0,,Average,5.0,45.0,70.0,Software Engineer
Female,20,7.5,78.0,80.0,70.0,75.0,1.0,0.0,Focused on data science applications,Intermediate,3.0,15.0,Node,Good,12.0,60.0,80.0,Software Engineer
Male,22,5.9,65.0,62.0,50.0,45.0,4.0,2.0,Aiming for a career in cybersecurity,Beginner,1.0,2.0,,Poor,3.0,35.0,60.0,Software Engineer
Female,19,8.9,90.0,91.0,85.0,90.0,0.0,0.0,Exploring full-stack development,Advanced,10.0,35.0,"Android (Jetpack Compose), SwiftUI",Excellent,20.0,80.0,90.0,Software Engineer
Male,21,7.2,75.0,73.0,65.0,60.0,1.0,1.0,Interested in mobile app development,Intermediate,4.0,10.0,Angular,Average,8.0,50.0,75.0,Web Developer
Female,20,9.5,95.0,96.0,92.0,97.0,0.0,0.0,Deeply interested in Machine Learning,Advanced,15.0,50.0,Django,Excellent,30.0,90.0,95.0,Software Engineer
Male,23,6.5,68.0,65.0,55.0,50.0,3.0,1.0,Looking for opportunities in testing,Beginner,0.0,0.0,,Average,4.0,40.0,65.0,Software Engineer
Female,20,8.0,82.0,84.0,75.0,80.0,0.0,0.0,Planning to specialize in database management,Intermediate,6.0,20.0,Node,Good,14.0,70.0,85.0,Software Engineer
Male,19,9.0,91.0,93.0,88.0,93.0,0.0,0.0,Keen on competitive programming,Advanced,11.0,45.0,"Android (Jetpack Compose), SwiftUI",Excellent,28.0,88.0,93.0,Software Engineer
Female,21,6.2,66.0,64.0,52.0,48.0,5.0,3.0,Open to exploring different domains,Beginner,0.0,0.0,,Poor,2.0,30.0,55.0,Software Engineer
Male,22,7.8,79.0,81.0,72.0,77.0,1.0,0.0,Exploring blockchain technology,Intermediate,5.0,18.0,Angular,Average,10.0,65.0,78.0,Software Engineer
Female,19,9.3,93.0,95.0,91.0,96.0,0.0,0.0,Passionate about AI ethics and fairness,Advanced,13.0,42.0,Django,Excellent,26.0,86.0,91.0,Software Engineer
Male,20,7.0,73.0,71.0,62.0,57.0,2.0,1.0,Interested in cloud infrastructure,Beginner,3.0,8.0,"Android (Jetpack Compose), SwiftUI",Average,7.0,48.0,73.0,Web Developer
Female,21,8.5,84.0,87.0,77.0,81.0,0.0,0.0,Focused on data visualization,Intermediate,7.0,22.0,Node,Good,16.0,73.0,86.0,Software Engineer
Male,22,6.0,64.0,63.0,51.0,46.0,4.0,2.0,Looking for opportunities in system administration,Beginner,1.0,3.0,,Poor,4.0,37.0,62.0,Software Engineer
Female,19,9.6,96.0,97.0,93.0,98.0,0.0,0.0,Deeply interested in Deep Learning,Advanced,16.0,52.0,React,Excellent,32.0,92.0,96.0,Software Engineer
Male,20,6.7,69.0,67.0,57.0,53.0,3.0,1.0,Wants a back-end developer role,Beginner,2.0,6.0,,Average,6.0,43.0,68.0,Software Engineer
Female,21,8.2,83.0,85.0,76.0,80.0,0.0,0.0,Planning to work on security projects,Intermediate,8.0,24.0,"Android (Jetpack Compose), SwiftUI",Good,15.0,68.0,83.0,Software Engineer
Male,23,5.5,60.0,58.0,45.0,40.0,5.0,3.0,Open to exploring career options,Beginner,0.0,0.0,,Poor,2.0,25.0,50.0,Software Engineer
Female,20,9.1,92.0,93.0,89.0,94.0,0.0,0.0,Passionate about NLP and chatbots,Advanced,12.0,38.0,Django,Excellent,24.0,84.0,90.0,Software Engineer
Male,21,7.3,76.0,74.0,66.0,61.0,1.0,1.0,Interested in embedded systems,Intermediate,4.0,9.0,,Average,9.0,52.0,76.0,Software Engineer
Female,19,8.8,89.0,90.0,84.0,89.0,0.0,0.0,Exploring cloud solutions,Advanced,9.0,33.0,React,Excellent,19.0,78.0,89.0,Software Engineer
Male,22,6.3,67.0,66.0,53.0,49.0,4.0,2.0,Looking to work with databases,Beginner,1.0,4.0,"Android (Jetpack Compose), SwiftUI",Poor,3.0,33.0,58.0,Software Engineer
Male,20,8.5,88.0,92.0,85.0,90.0,0.0,0.0,Interest in Competitive Programming.,Intermediate,8.0,25.0,React,Good,20.0,75.0,85.0,Software Engineer
Female,19,9.2,95.0,90.0,92.0,95.0,0.0,0.0,Passionate about Data Science.,Advanced,12.0,40.0,Django,Excellent,25.0,88.0,92.0,Software Engineer
Male,21,7.8,82.0,85.0,78.0,80.0,1.0,1.0,Interested in Web Development.,Intermediate,5.0,15.0,Node,Average,15.0,68.0,78.0,Software Engineer
Female,20,8.9,90.0,93.0,88.0,92.0,0.0,0.0,Keen on Machine Learning.,Advanced,10.0,35.0,Angular,Excellent,22.0,82.0,90.0,Software Engineer
Male,22,6.5,70.0,75.0,65.0,70.0,2.0,2.0,Struggling with Core Concepts.,Beginner,2.0,5.0,"Android (Jetpack Compose), SwiftUI",Poor,8.0,55.0,65.0,Web Developer
Female,19,9.5,92.0,96.0,95.0,98.0,0.0,0.0,Excels in Algorithms.,Advanced,15.0,50.0,React,Excellent,30.0,92.0,95.0,Software Engineer
Male,20,7.2,75.0,80.0,70.0,75.0,1.0,1.0,Focused on improving skills.,Intermediate,4.0,10.0,,Average,12.0,62.0,70.0,Software Engineer
Female,21,8.0,85.0,88.0,80.0,85.0,0.0,0.0,Learning Full Stack Development.,Intermediate,7.0,20.0,Node,Good,18.0,70.0,82.0,Software Engineer
Male,23,5.8,65.0,70.0,55.0,60.0,3.0,3.0,Needs to work harder.,Beginner,1.0,2.0,,Poor,5.0,48.0,60.0,Software Engineer
Female,20,9.0,91.0,94.0,90.0,93.0,0.0,0.0,Aims to specialize in AI.,Advanced,11.0,38.0,"Android (Jetpack Compose), SwiftUI",Excellent,28.0,85.0,93.0,Software Engineer
Male,19,7.5,78.0,82.0,75.0,78.0,0.0,1.0,Building Personal Projects.,Intermediate,6.0,18.0,React,Average,16.0,65.0,75.0,Software Engineer
Female,22,8.6,89.0,91.0,86.0,89.0,0.0,0.0,Interested in Cybersecurity.,Intermediate,9.0,28.0,Angular,Good,21.0,78.0,88.0,Software Engineer
Male,20,6.2,68.0,72.0,60.0,65.0,2.0,2.0,Needs Guidance.,Beginner,3.0,7.0,,Poor,9.0,52.0,62.0,Web Developer
Female,21,9.3,93.0,95.0,93.0,96.0,0.0,0.0,Aspires to be a Software Engineer.,Advanced,13.0,45.0,Node,Excellent,26.0,90.0,94.0,Software Engineer
Male,18,7.0,72.0,78.0,68.0,72.0,1.0,1.0,Exploring Different Fields.,Intermediate,5.0,12.0,"Android (Jetpack Compose), SwiftUI",Average,14.0,60.0,68.0,Software Engineer
Female,20,8.4,87.0,90.0,84.0,87.0,0.0,0.0,Focusing on Data Structures.,Intermediate,8.0,23.0,React,Good,19.0,73.0,84.0,Software Engineer
Male,22,5.5,62.0,68.0,50.0,55.0,5.0,3.0,Lacks Motivation.,Beginner,0.0,0.0,,Poor,2.0,45.0,55.0,Software Engineer
Female,19,9.6,94.0,97.0,96.0,99.0,0.0,0.0,Exceptional Problem Solver.,Advanced,16.0,55.0,Django,Excellent,32.0,95.0,96.0,Software Engineer
Male,21,7.7,80.0,84.0,77.0,80.0,0.0,1.0,Improving Coding Skills.,Intermediate,6.0,16.0,Node,Average,17.0,67.0,77.0,Software Engineer
Female,20,8.8,91.0,93.0,87.0,91.0,0.0,0.0,Interested in Cloud Computing.,Advanced,10.0,33.0,"Android (Jetpack Compose), SwiftUI",Excellent,24.0,80.0,89.0,Software Engineer
Male,22,6.0,66.0,71.0,58.0,63.0,4.0,2.0,Needs Intensive Study.,Beginner,2.0,4.0,,Poor,7.0,50.0,61.0,Software Engineer
Female,19,9.4,92.0,95.0,94.0,97.0,0.0,0.0,Highly Skilled Coder.,Advanced,14.0,48.0,React,Excellent,29.0,91.0,94.0,Software Engineer
Male,20,7.3,76.0,81.0,72.0,76.0,1.0,1.0,Working on Web Apps.,Intermediate,5.0,14.0,,Average,13.0,63.0,72.0,Software Engineer
Female,21,8.2,86.0,89.0,82.0,86.0,0.0,0.0,Focusing on Backend Development.,Intermediate,7.0,21.0,Node,Good,18.0,72.0,83.0,Software Engineer
Male,23,5.9,64.0,69.0,56.0,61.0,3.0,3.0,Lacks Confidence.,Beginner,1.0,1.0,"Android (Jetpack Compose), SwiftUI",Poor,4.0,49.0,59.0,Software Engineer
Male,20,8.5,88.0,92.0,85.0,90.0,0.0,0.0,Interested in competitive programming.,Intermediate,5.0,25.0,React,Good,15.0,75.0,85.0,Software Engineer
Female,19,9.2,95.0,90.0,92.0,88.0,0.0,0.0,Focuses on full-stack development.,Advanced,12.0,40.0,Node,Excellent,20.0,88.0,92.0,Software Engineer
Male,21,6.8,75.0,70.0,65.0,72.0,2.0,1.0,Struggles with theoretical concepts.,Beginner,2.0,5.0,,Average,5.0,50.0,70.0,Software Engineer
Female,20,8.0,82.0,85.0,78.0,80.0,0.0,0.0,Enjoys mobile app development.,Intermediate,8.0,30.0,React Native,Good,12.0,68.0,80.0,Software Engineer
Male,22,7.5,78.0,80.0,70.0,75.0,1.0,1.0,Interested in data science.,Intermediate,3.0,10.0,"Android (Jetpack Compose), SwiftUI",Average,8.0,60.0,75.0,Software Engineer
Female,19,9.5,93.0,96.0,95.0,92.0,0.0,0.0,Aspires to be a software engineer.,Advanced,15.0,50.0,Angular,Excellent,25.0,92.0,95.0,Software Engineer
Male,20,6.2,68.0,72.0,58.0,65.0,3.0,2.0,Difficulty managing coursework.,Beginner,1.0,2.0,,Poor,3.0,40.0,60.0,Software Engineer
Female,21,8.8,90.0,87.0,87.0,85.0,0.0,0.0,Passionate about AI and ML.,Advanced,10.0,35.0,TensorFlow,Good,18.0,80.0,88.0,Software Engineer
Male,22,7.0,72.0,75.0,68.0,70.0,2.0,1.0,Exploring cloud computing.,Intermediate,4.0,12.0,"Android (Jetpack Compose), SwiftUI",Average,7.0,55.0,72.0,Software Engineer
Female,19,9.0,91.0,94.0,90.0,87.0,0.0,0.0,Aims for a career in research.,Advanced,13.0,45.0,PyTorch,Excellent,22.0,85.0,90.0,Software Engineer
Male,20,6.5,70.0,68.0,62.0,68.0,3.0,1.0,Needs improvement in practical skills.,Beginner,0.0,0.0,,Average,4.0,45.0,65.0,Software Engineer
Female,21,8.3,85.0,82.0,82.0,83.0,0.0,0.0,Focused on cybersecurity.,Intermediate,7.0,28.0,Kali Linux,Good,14.0,72.0,83.0,Software Engineer
Male,22,7.8,80.0,78.0,75.0,78.0,1.0,0.0,Developing web applications.,Intermediate,6.0,20.0,Django,Average,10.0,65.0,78.0,Software Engineer
Female,19,9.7,96.0,93.0,97.0,95.0,0.0,0.0,Exceptionally talented in programming.,Advanced,18.0,55.0,"Android (Jetpack Compose), SwiftUI",Excellent,30.0,95.0,97.0,Software Engineer
Male,20,5.8,65.0,60.0,55.0,60.0,4.0,2.0,Lacks motivation for studies.,Beginner,0.0,1.0,,Poor,2.0,30.0,55.0,Software Engineer
Female,21,8.6,87.0,89.0,86.0,84.0,0.0,0.0,Specializing in data analytics.,Advanced,9.0,32.0,R,Good,16.0,78.0,86.0,Software Engineer
Male,22,7.3,74.0,77.0,72.0,73.0,1.0,0.0,Interested in network engineering.,Intermediate,3.0,8.0,Cisco,Average,6.0,58.0,73.0,Software Engineer
Female,19,9.3,94.0,91.0,93.0,90.0,0.0,0.0,Excels in both theory and practice.,Advanced,14.0,48.0,Node,Excellent,24.0,90.0,93.0,Software Engineer
Male,20,6.0,67.0,65.0,57.0,63.0,5.0,3.0,Has difficulty with coding concepts.,Beginner,0.0,0.0,"Android (Jetpack Compose), SwiftUI",Poor,3.0,35.0,58.0,Software Engineer
Female,21,8.9,89.0,86.0,88.0,86.0,0.0,0.0,Passionate about UI/UX design.,Advanced,11.0,38.0,Figma,Good,19.0,82.0,89.0,Software Engineer
Male,22,7.6,77.0,79.0,74.0,76.0,1.0,1.0,Exploring DevOps practices.,Intermediate,5.0,15.0,Docker,Average,9.0,62.0,76.0,DevOps Engineer
Female,19,9.6,95.0,94.0,96.0,93.0,0.0,0.0,Consistently performs at a high level.,Advanced,17.0,52.0,Angular,Excellent,28.0,93.0,96.0,Software Engineer
Male,20,5.5,62.0,63.0,52.0,58.0,4.0,2.0,Needs to improve time management.,Beginner,0.0,1.0,"Android (Jetpack Compose), SwiftUI",Poor,2.0,25.0,52.0,Software Engineer
Female,21,8.2,83.0,81.0,81.0,82.0,0.0,0.0,Focused on database management.,Intermediate,6.0,25.0,SQL,Good,13.0,70.0,82.0,Software Engineer
Male,22,7.9,81.0,83.0,77.0,79.0,1.0,0.0,Working on embedded systems.,Intermediate,7.0,18.0,Arduino,Average,11.0,67.0,79.0,Software Engineer
Male,20,8.5,88.0,92.0,78.0,85.0,0.0,0.0,"Average performance in first year, improved significantly.",Intermediate,5.0,25.0,React,Good,15.0,75.0,85.0,Software Engineer
Female,21,9.2,95.0,93.0,92.0,90.0,0.0,0.0,"Consistently high scores, active in coding competitions.",Advanced,12.0,40.0,Node,Excellent,25.0,88.0,92.0,Software Engineer
Male,19,6.8,75.0,78.0,60.0,55.0,2.0,1.0,"Struggled with data structures initially, improving gradually.",Beginner,2.0,5.0,"Android (Jetpack Compose), SwiftUI",Average,8.0,55.0,70.0,Web Developer
Female,22,7.9,82.0,85.0,70.0,75.0,1.0,0.0,"Participated in hackathons, strong problem-solving skills.",Intermediate,8.0,30.0,Django,Good,20.0,70.0,80.0,Software Engineer
Male,20,8.1,85.0,87.0,82.0,78.0,0.0,0.0,"Solid understanding of core concepts, good analytical abilities.",Intermediate,6.0,18.0,Angular,Average,12.0,68.0,82.0,Software Engineer
Female,21,9.5,90.0,94.0,95.0,92.0,0.0,0.0,"Exceptional academic record, research interests in AI/ML.",Advanced,15.0,50.0,React,Excellent,30.0,92.0,95.0,Software Engineer
Male,19,6.2,70.0,72.0,50.0,48.0,3.0,2.0,"Difficulty grasping programming fundamentals, needs extra help.",Beginner,1.0,2.0,"Android (Jetpack Compose), SwiftUI",Poor,5.0,45.0,65.0,Software Engineer
Female,22,8.7,88.0,90.0,85.0,88.0,0.0,0.0,"Leader in coding club, mentoring junior students.",Advanced,10.0,35.0,Node,Good,22.0,80.0,88.0,Software Engineer
Male,20,7.3,78.0,80.0,65.0,62.0,1.0,1.0,"Improving steadily, focusing on practical application of knowledge.",Intermediate,4.0,10.0,,Average,10.0,60.0,75.0,Software Engineer
Female,21,9.0,92.0,91.0,90.0,85.0,0.0,0.0,"Passionate about web development, active contributor to open source.",Advanced,18.0,55.0,"Android (Jetpack Compose), SwiftUI",Excellent,35.0,90.0,90.0,Software Engineer
Male,20,6.5,72.0,75.0,55.0,50.0,2.0,1.0,"Needs to focus on improving DSA skills, struggling with algorithms.",Beginner,3.0,8.0,,Poor,7.0,50.0,68.0,Web Developer
Female,22,8.4,85.0,88.0,80.0,82.0,0.0,0.0,"Strong communication skills, excels in team projects.",Intermediate,7.0,20.0,Django,Good,18.0,72.0,84.0,Software Engineer
Male,19,7.0,76.0,79.0,62.0,58.0,1.0,0.0,"Working hard to overcome initial challenges, dedicated to learning.",Beginner,2.0,6.0,,Average,9.0,58.0,72.0,Web Developer
Female,21,9.3,91.0,95.0,93.0,91.0,0.0,0.0,"Exceptional problem-solving abilities, excels in competitive coding.",Advanced,14.0,45.0,"Android (Jetpack Compose), SwiftUI",Excellent,28.0,91.0,94.0,Software Engineer
Male,20,6.0,68.0,70.0,48.0,45.0,4.0,3.0,"Facing difficulties in multiple subjects, requires significant effort.",Beginner,0.0,0.0,,Poor,4.0,40.0,60.0,Software Engineer
Female,22,8.9,89.0,92.0,88.0,90.0,0.0,0.0,"Active in technical events, passionate about software engineering.",Advanced,11.0,38.0,Node,Good,24.0,85.0,89.0,Software Engineer
Male,21,7.6,80.0,83.0,68.0,70.0,1.0,0.0,"Good understanding of object-oriented programming, needs more practice.",Intermediate,5.0,15.0,,Average,11.0,65.0,78.0,Software Engineer
Female,20,9.6,93.0,96.0,96.0,94.0,0.0,0.0,"Consistently top performer, research interest in data science.",Advanced,16.0,52.0,React,Excellent,32.0,93.0,96.0,Software Engineer
Male,19,5.8,65.0,68.0,45.0,42.0,5.0,2.0,"Struggling with academics, needs significant improvement in all areas.",Beginner,0.0,1.0,"Android (Jetpack Compose), SwiftUI",Poor,3.0,35.0,55.0,Software Engineer
Female,22,8.2,84.0,86.0,75.0,78.0,0.0,0.0,"Strong analytical skills, active in debate club.",Intermediate,9.0,28.0,Django,Good,19.0,78.0,83.0,Software Engineer
Male,20,7.1,77.0,81.0,63.0,60.0,2.0,1.0,"Needs to improve coding speed, working on practice problems.",Intermediate,3.0,9.0,,Average,13.0,62.0,74.0,Software Engineer
Female,21,9.4,94.0,93.0,94.0,93.0,0.0,0.0,"Exceptional problem-solving skills, excels in competitive programming.",Advanced,17.0,58.0,Angular,Excellent,38.0,94.0,93.0,Software Engineer
Male,18,6.3,69.0,73.0,52.0,49.0,3.0,2.0,"Needs to focus on core concepts, struggling with programming logic.",Beginner,1.0,3.0,"Android (Jetpack Compose), SwiftUI",Poor,6.0,48.0,66.0,Software Engineer
Female,23,8.6,87.0,91.0,83.0,86.0,0.0,0.0,"Leader in student organizations, strong interpersonal skills.",Intermediate,8.0,22.0,Node,Good,16.0,77.0,87.0,Software Engineer
Male,20,7.4,79.0,82.0,66.0,65.0,1.0,0.0,"Improving steadily, focusing on practical projects.",Intermediate,4.0,12.0,,Average,14.0,63.0,76.0,Software Engineer
Male,20,8.5,88.0,89.0,78.0,85.0,0.0,0.0,Enjoys competitive programming.,Intermediate,5.0,25.0,React,Good,15.0,75.0,85.0,Software Engineer
Female,19,9.2,92.0,93.0,90.0,95.0,0.0,0.0,Interested in data science.,Advanced,12.0,40.0,Node,Excellent,25.0,88.0,92.0,Software Engineer
Male,21,7.0,75.0,76.0,65.0,70.0,2.0,1.0,Struggles with algorithms.,Beginner,2.0,5.0,"Android (Jetpack Compose), SwiftUI",Average,8.0,55.0,70.0,Web Developer
Female,20,8.8,90.0,91.0,85.0,92.0,0.0,0.0,Passionate about web development.,Intermediate,8.0,30.0,Angular,Good,20.0,80.0,90.0,Software Engineer
Male,22,6.5,70.0,71.0,55.0,60.0,3.0,2.0,Needs improvement in coding.,Beginner,1.0,2.0,,Poor,5.0,45.0,65.0,Software Engineer
Female,19,9.5,95.0,96.0,95.0,98.0,0.0,0.0,Excels in problem-solving.,Advanced,15.0,50.0,"Android (Jetpack Compose), SwiftUI",Excellent,30.0,95.0,95.0,Software Engineer
Male,21,7.8,80.0,81.0,70.0,75.0,1.0,0.0,Focuses on system design.,Intermediate,6.0,18.0,React,Average,12.0,65.0,78.0,Software Engineer
Female,20,8.2,85.0,86.0,75.0,80.0,0.0,0.0,Exploring machine learning.,Intermediate,4.0,15.0,Node,Good,10.0,70.0,82.0,Software Engineer
Male,22,6.0,65.0,66.0,50.0,55.0,4.0,3.0,Difficulty understanding concepts.,Beginner,0.0,0.0,,Poor,3.0,35.0,60.0,Software Engineer
Female,19,9.0,91.0,92.0,88.0,94.0,0.0,0.0,Eager to learn new technologies.,Advanced,10.0,35.0,Angular,Excellent,22.0,85.0,91.0,Software Engineer
Male,20,7.3,77.0,78.0,68.0,73.0,1.0,0.0,Improving coding skills.,Intermediate,3.0,10.0,React,Average,9.0,60.0,73.0,Web Developer
Female,21,8.5,87.0,88.0,80.0,87.0,0.0,0.0,Interested in cybersecurity.,Intermediate,7.0,22.0,"Android (Jetpack Compose), SwiftUI",Good,17.0,77.0,87.0,Software Engineer
Male,22,6.8,72.0,73.0,60.0,65.0,2.0,1.0,Needs more practice.,Beginner,1.0,3.0,,Poor,6.0,50.0,68.0,Software Engineer
Female,19,9.3,93.0,94.0,92.0,96.0,0.0,0.0,Excellent in data structures.,Advanced,13.0,45.0,Django,Excellent,27.0,90.0,93.0,Software Engineer
Male,20,7.5,79.0,80.0,72.0,77.0,1.0,0.0,Working on projects.,Intermediate,5.0,16.0,React,Average,11.0,63.0,75.0,Software Engineer
Female,21,8.0,84.0,85.0,77.0,82.0,0.0,0.0,Learning full-stack development.,Intermediate,4.0,14.0,Node,Good,13.0,68.0,80.0,Software Engineer
Male,22,5.8,63.0,64.0,48.0,53.0,5.0,3.0,Lacks motivation.,Beginner,0.0,0.0,"Android (Jetpack Compose), SwiftUI",Poor,2.0,30.0,58.0,Software Engineer
Female,19,9.6,96.0,97.0,96.0,99.0,0.0,0.0,Outstanding performance.,Advanced,16.0,55.0,Angular,Excellent,32.0,97.0,96.0,Software Engineer
Male,20,7.1,74.0,75.0,66.0,71.0,2.0,1.0,Needs to focus on studies.,Beginner,2.0,4.0,,Average,7.0,53.0,71.0,Web Developer
Female,21,8.3,86.0,87.0,79.0,84.0,0.0,0.0,Exploring cloud computing.,Intermediate,6.0,20.0,React,Good,16.0,73.0,83.0,Software Engineer
Male,22,6.3,68.0,69.0,53.0,58.0,3.0,2.0,Struggling with coursework.,Beginner,0.0,1.0,"Android (Jetpack Compose), SwiftUI",Poor,4.0,40.0,63.0,Software Engineer
Female,19,9.4,94.0,95.0,93.0,97.0,0.0,0.0,Exceptional problem solver.,Advanced,14.0,48.0,Django,Excellent,29.0,93.0,94.0,Software Engineer
Male,20,7.6,78.0,79.0,71.0,76.0,1.0,0.0,Working on personal projects.,Intermediate,4.0,17.0,React,Average,10.0,62.0,76.0,Software Engineer
Female,21,8.1,83.0,84.0,76.0,81.0,0.0,0.0,Interested in AI/ML.,Intermediate,5.0,13.0,Node,Good,14.0,69.0,81.0,Software Engineer
Male,22,5.9,64.0,65.0,49.0,54.0,4.0,3.0,Lacks interest in academics.,Beginner,0.0,0.0,,Poor,2.0,32.0,59.0,Software Engineer
Male,20,8.5,88.0,85.0,78.0,82.0,0.0,0.0,"Average performer in Physics, strong in programming.",Intermediate,5.0,25.0,React,Good,20.0,75.0,85.0,Software Engineer
Female,21,9.2,92.0,90.0,90.0,95.0,0.0,0.0,"Consistently top of class, excellent analytical skills.",Advanced,12.0,45.0,Node,Excellent,30.0,88.0,92.0,Software Engineer
Male,19,7.0,75.0,78.0,65.0,70.0,2.0,1.0,"Struggled with Calculus, improved in data structures.",Beginner,2.0,5.0,"Android (Jetpack Compose), SwiftUI",Average,8.0,55.0,70.0,Web Developer
Female,22,8.8,90.0,89.0,85.0,88.0,0.0,0.0,"Active in coding competitions, keen interest in AI.",Advanced,10.0,35.0,Django,Good,25.0,82.0,90.0,Software Engineer
Male,20,6.5,70.0,72.0,55.0,60.0,3.0,2.0,"Faced difficulties with theoretical concepts, excels in practical implementation.",Beginner,1.0,2.0,,Poor,5.0,48.0,65.0,Software Engineer
Female,21,9.5,95.0,94.0,92.0,98.0,0.0,0.0,"Exceptional academic record, strong leadership qualities.",Advanced,15.0,50.0,Angular,Excellent,35.0,95.0,95.0,Software Engineer
Male,23,7.8,80.0,82.0,70.0,75.0,1.0,0.0,"Good understanding of algorithms, interested in web development.",Intermediate,7.0,15.0,React,Average,15.0,68.0,80.0,Software Engineer
Female,19,8.2,85.0,83.0,75.0,80.0,0.0,0.0,"Participates in hackathons, passionate about cybersecurity.",Intermediate,8.0,20.0,Node,Good,18.0,72.0,88.0,Software Engineer
Male,20,6.0,65.0,68.0,50.0,55.0,4.0,3.0,"Needs improvement in core subjects, showing interest in cloud computing.",Beginner,0.0,0.0,"Flutter, React Native, Ionic",Poor,3.0,40.0,60.0,Software Engineer
Female,22,9.0,93.0,91.0,88.0,92.0,0.0,0.0,"Dedicated and hardworking, aiming for a career in data science.",Advanced,11.0,40.0,Django,Excellent,28.0,85.0,93.0,Software Engineer
Male,21,7.5,78.0,80.0,68.0,72.0,1.0,1.0,"Improved consistently over the semesters, interested in mobile development.",Intermediate,6.0,10.0,React,Average,12.0,60.0,75.0,Software Engineer
Female,20,8.0,82.0,84.0,72.0,78.0,0.0,0.0,"Balanced academic and extracurricular activities, good communication skills.",Intermediate,7.0,18.0,Node,Good,16.0,70.0,82.0,Software Engineer
Male,23,6.8,72.0,70.0,58.0,63.0,2.0,1.0,"Struggled with programming fundamentals, working on problem-solving skills.",Beginner,1.0,3.0,"Flutter, React Native, Ionic",Poor,6.0,50.0,68.0,Software Engineer
Female,19,9.3,94.0,93.0,91.0,96.0,0.0,0.0,"Excellent analytical and problem-solving abilities, keen on research.",Advanced,13.0,48.0,Angular,Excellent,32.0,90.0,94.0,Software Engineer
Male,20,5.8,60.0,65.0,45.0,50.0,5.0,2.0,"Needs significant improvement, focusing on clearing backlogs.",Beginner,0.0,0.0,,Poor,2.0,35.0,55.0,Software Engineer
Female,21,8.7,89.0,87.0,83.0,86.0,0.0,0.0,"Strong in algorithms and data structures, interested in competitive programming.",Advanced,9.0,30.0,React,Good,22.0,80.0,89.0,Software Engineer
Male,22,7.3,76.0,75.0,63.0,68.0,1.0,0.0,"Good understanding of software engineering principles, working on practical skills.",Intermediate,5.0,8.0,"Flutter, React Native, Ionic",Average,10.0,58.0,73.0,Software Engineer
Female,19,8.4,86.0,85.0,77.0,81.0,0.0,0.0,"Active in technical clubs, passionate about machine learning.",Intermediate,8.0,22.0,Django,Good,19.0,74.0,86.0,Software Engineer
